txId,class
232448376,1
230471946,2
231429973,2
79642404,2
71136742,2
232897313,2
231168875,2
230537133,1
230537117,2
232040268,2
230467682,2
2756358,2
232432897,2
66396856,2
13805515,1
230470027,1
2893869,2
232634676,2
232364856,2
232440939,2
79642776,2
42953128,2
230424236,2
230449513,1
230449518,1
230529171,2
14580549,2
86655785,2
230577422,2
232457903,1
11011839,1
230471924,2
232894488,2
230391412,1
2893846,2
230334809,2
230465219,1
230541525,2
2880930,1
230452144,1
2706899,1
230681119,1
232472581,1
232345632,2
230463877,2
232916687,1
232431856,2
230683178,2
230349226,2
233221331,2
81167039,2
230594121,2
232440137,1
230639246,1
232399274,2
232399270,2
230659151,2
230467618,2
230467684,2
230531179,2
230437680,2
19617883,2
230411721,2
35574259,2
232957846,2
232415197,1
232675389,2
147419328,2
233599193,2
233599189,2
230591601,2
230555921,1
60519306,2
230097992,2
21763735,2
231990423,2
12971085,2
230344670,2
230521269,1
230521266,1
232431922,2
3272536,2
230724244,2
232047899,1
230540205,2
232608734,2
230597986,1
3878899,1
230351534,2
230586873,2
230667453,2
75597397,2
90545645,2
232064964,2
206139323,2
230437630,1
230649117,1
14550424,2
232353291,1
183402062,2
82950160,2
232447742,2
230401350,2
230401687,2
21018157,2
230347366,2
230658525,2
232450626,2
2864954,2
33972940,2
233227310,1
232673945,2
232673949,2
232354199,2
232346251,2
232959350,2
75604058,2
232068042,2
232361296,1
232361286,1
75600754,2
75597795,2
231996124,1
230473483,1
230457910,2
230523211,1
230523207,1
95906596,2
230578500,2
232035051,1
232036661,1
31730193,2
230569374,2
230335074,2
230440142,2
232431890,2
7196549,2
232418399,2
230400857,2
230400870,2
232015620,2
49558738,2
233599185,2
233599198,2
232065266,2
232073363,2
232009878,2
232009889,1
232342532,2
3877856,2
230437700,1
5662056,1
230522934,1
230445151,2
232899771,2
22013857,2
232903082,2
222399481,2
232893753,2
230456357,2
232922109,2
230645753,2
76866419,2
230418806,2
230428367,2
230439622,2
93518448,2
40623301,1
2920819,1
230472251,2
230473461,1
232470505,2
232470504,1
232957892,2
3204359,2
232054853,1
105586706,2
233097530,2
3717740,2
230456360,2
230444451,1
16555074,2
232017363,2
230451735,1
79111639,2
232403460,2
232904009,2
233220194,2
230528722,1
230528710,1
232342530,2
199529191,2
232017777,2
232054860,2
230530309,2
75598059,2
61820358,2
3875116,1
230520120,1
230531174,1
230531529,2
232446225,1
182442258,1
230440527,2
230456382,2
232404259,2
230658164,2
75600755,2
230425547,2
232000581,2
230716290,2
73325019,2
230681123,1
232654975,2
192392088,2
232037400,1
232037399,1
230517591,2
3385562,1
230464746,2
230464556,2
2713814,2
185535373,2
19146132,2
232354183,1
14942862,1
195237909,1
230421654,1
183321578,2
232392931,1
3876606,1
232460526,1
230458741,2
230458655,2
230692824,2
230551388,2
34162816,2
230539732,1
232431910,1
76866739,2
87889632,2
230444448,1
4996915,2
230464771,1
20510018,2
230334719,2
232000584,2
203812102,2
232431931,1
230673815,2
232383231,2
232034284,1
198358107,1
198363083,2
198426420,2
2923374,2
53204358,2
230586868,2
2754445,2
7460711,2
230470030,2
230390238,2
230456623,1
232903064,2
113492022,2
232903069,2
99506340,2
2713749,2
56588535,2
232012309,2
230411297,2
230470029,1
230438482,1
230438479,1
232412807,2
80044762,2
5197391,1
106306280,2
230411659,2
76864781,2
37001822,2
86977694,2
230540192,2
230516994,2
54735213,2
219837311,2
234017978,2
230530258,2
3416106,2
74325541,2
232010758,2
4988292,2
230411274,1
232670457,2
232673585,2
230537141,1
230530176,2
232067342,2
230345439,1
29115493,2
14713336,1
230336239,2
232019233,2
230530819,2
230455738,2
232639903,2
232921306,2
76867053,2
230544483,2
87823727,2
230452736,2
45936391,2
232000938,2
232000936,2
232895310,2
230331387,1
231993291,1
230472718,2
27533958,2
230522939,2
166888820,2
230548582,2
230548586,2
3908453,2
230409254,2
76865205,2
75604333,2
2912780,1
230437116,2
230543170,2
230530317,2
230923479,2
232897813,2
232431861,2
232018604,2
75604019,2
232067357,2
3891191,1
3851887,1
232347599,2
232069314,2
232038134,2
232061952,2
230548931,2
230548930,2
232949441,2
232349072,1
20299716,1
230543312,2
87823631,2
84064852,2
232022782,2
1050220,2
230686565,1
86353799,1
232472561,1
232673957,2
232673961,2
3114489,1
107227719,1
232002739,1
230439786,2
232907894,1
230530242,2
36340051,2
232037090,1
230444459,1
232377087,2
13285375,1
230901179,2
230528715,2
230457906,2
230649780,2
75600731,2
75597414,2
230457093,1
230457090,1
233842379,1
232457179,1
232457182,2
232448785,1
232448783,1
35558560,2
230531926,2
156330450,1
202251566,2
232440028,1
3877118,1
230397187,2
231994209,2
231994210,2
230659440,2
51140228,1
232643045,2
232349125,2
73119118,2
232031824,1
34381791,2
232473204,1
232068053,2
230445153,2
232374910,2
75605340,2
75604075,2
230540580,2
230540579,2
232039890,1
232039888,1
232441173,2
232023544,2
232023929,2
34923889,2
230411328,1
88003736,2
89609627,2
2718195,1
2865010,1
230456327,2
230456324,2
230517601,2
232025998,2
230519593,2
230519589,2
4049602,2
226889376,1
232026318,2
27279853,1
27527984,1
230354384,1
230473578,1
232465856,1
232073368,2
230530293,2
234452271,2
74478273,2
131659143,1
230473482,2
230658282,2
230442140,2
232919400,2
230456385,1
230456384,1
230530229,2
75600717,2
75605330,2
230530200,2
182449541,2
230419201,2
82945549,2
230442139,2
232921766,2
230418124,2
90935592,2
3912534,1
230527759,1
232919605,2
230531170,2
230334753,2
52191313,2
102404547,2
232654499,2
87823757,2
230547979,2
75597405,2
230426815,2
232010338,2
230417568,2
230392232,2
230392230,2
195215469,1
230540196,1
34031118,2
225944002,2
87739542,2
230330544,2
230338271,1
37231292,2
2929196,2
3881827,1
230658150,2
232072340,1
48236824,2
230458577,2
232432886,2
232040265,2
230330962,2
73191409,1
11998335,2
230599182,2
230402449,2
232431935,1
232392947,2
2778105,2
232440097,1
230653282,2
230653288,2
230518261,2
230518258,2
230557022,1
232448425,2
87823679,2
230549076,2
79871665,2
230687058,2
175872615,2
230457868,2
232472215,1
232472220,1
232907868,1
230530333,2
230530233,2
232431924,2
63186078,2
75604036,2
232066385,2
230516005,2
230516004,1
231179652,1
232465409,1
80045322,2
230548958,2
3898382,1
232431869,2
232673468,2
33453302,1
3876980,1
3876998,1
11343564,1
230651834,2
230659121,2
230412060,1
232795825,1
232345693,2
232035061,2
230423949,2
230423848,2
231998448,1
231998131,1
231565690,2
2791962,2
232033534,2
232432891,2
230472247,2
230643071,2
232633987,2
31663613,1
231253425,1
230455960,2
27323573,2
209416370,2
230455963,2
212706911,2
230548574,2
213736040,1
198356667,2
38793679,2
75604916,1
230621237,1
3408161,1
3882798,1
230530345,2
230455764,2
7105998,2
234431587,2
53549918,2
230439805,2
232401224,1
10216529,2
230445159,2
75598324,2
230602337,2
125738786,2
230354705,1
37232627,2
230459145,2
232549860,2
208537161,2
88906998,2
75607469,2
230530254,2
195237911,1
86261919,1
2716232,2
87823772,2
232904582,1
232440109,1
75604043,2
11665997,2
230650904,1
231993295,2
231995257,1
219844395,2
232455961,2
230428647,2
34255082,2
232035280,1
3857826,1
231180498,2
230445150,2
230440526,2
12456270,2
230525364,2
230659120,2
5608369,2
232448379,1
230523203,1
88055509,1
37234025,1
60428736,2
232007259,2
231990479,2
232427169,1
232433797,1
232009318,2
8390228,1
230516459,1
231996113,1
230588248,2
232656726,2
230465376,1
13995945,1
196536221,2
5035357,2
230530321,2
232445704,2
230650044,2
230650191,2
33809076,2
230437676,2
17152398,2
230442067,1
231992557,2
232019118,2
230557021,2
231994213,2
214640850,2
232431900,2
16027454,2
49186045,2
232432884,2
60579970,2
67204095,2
20664692,2
231267445,2
62111535,2
232356999,2
232898395,1
230683551,1
230347375,2
230658291,2
232897182,2
230592895,2
232342233,2
232346075,2
13258060,2
230530058,1
230530049,1
75604010,2
20306273,2
230659430,2
230659445,2
230523246,1
232431929,1
230578938,1
230645825,2
230649124,1
230434020,1
232034946,1
230438483,1
230349222,2
232696994,2
230602580,1
232359151,1
39915271,2
230465378,1
230465367,1
232348838,2
36412430,2
87823739,2
230425996,2
230425992,2
234075335,1
75604061,2
232068046,2
230524593,2
230524524,2
28177105,2
22128620,2
230420824,2
75197702,2
3874964,1
3912536,1
230877155,1
232009687,2
230411347,2
232433655,2
2760789,2
232470480,2
230519603,2
73738963,2
230400468,2
230400467,2
230652186,2
232923173,2
232923556,2
231992573,2
232632920,2
232629023,0
231573972,1
233999928,2
230559686,2
230595373,1
63006056,1
233599183,2
232423723,2
18981892,2
230537131,2
231492487,2
232903605,1
230552340,1
232008165,1
230438538,1
76866745,2
230531543,2
230451706,2
63437050,2
230408898,2
30469907,2
230455943,2
32477885,2
230540700,2
195231797,2
230468041,1
230397485,2
21696454,1
75597421,1
230414067,2
232339516,2
230555001,1
230452758,2
76627599,2
232443614,1
232448385,1
5294829,2
65784644,2
230530349,2
75604072,2
230414055,1
232009696,2
232009699,1
37232631,2
232031833,2
232655975,2
60492027,1
230530338,2
230404561,2
230454327,2
230454323,2
230531169,2
1874227,2
232000582,2
230339661,2
10506205,2
10288849,2
232403821,2
82124528,2
232432894,2
205317238,2
230542752,2
23312717,2
230653312,2
230586278,2
232377110,2
230550396,1
18907280,2
230612860,1
28261907,2
230465374,1
10872471,2
230649123,2
232022462,2
232468551,2
230404574,1
230404572,1
76864767,2
232380264,2
232380263,2
230599952,2
230539729,1
232953069,2
102053374,2
232949055,2
232431888,2
219844310,2
230456381,2
23316173,2
232417457,2
58836743,2
36566888,2
232059609,2
230418055,2
231223914,1
230557027,1
230339760,1
232014505,1
230602315,2
230582497,2
230455592,2
3272544,2
3273965,2
232419651,2
230556839,1
5530440,2
10489593,2
230330054,2
231995696,2
230095966,2
3329673,2
3420566,1
3877087,1
232431388,1
2864084,2
34596005,2
19559657,2
230650915,1
230468042,1
232648116,2
54492383,1
230543317,2
230547939,2
230530211,2
232034293,2
232034651,1
5530920,2
27447795,2
14407957,2
231136221,2
230465227,1
232440023,1
75603998,2
232065277,2
69591744,2
230438845,1
232673917,2
232673920,2
230560120,2
230440145,2
36674352,2
230427132,2
232443237,2
99600686,1
3420754,1
230549474,2
82974256,2
232062518,1
232448383,1
230683184,2
233953189,2
230528720,1
230413259,2
230413257,2
234024792,1
232383230,1
82927541,2
27420011,2
20033752,2
230520011,2
232470556,2
233199126,2
230405627,2
33499224,2
232100126,2
10648957,2
230611059,2
230429446,2
232380250,2
232948277,2
230570332,2
230526938,1
230687755,2
2717498,1
232470408,2
34492719,2
10501342,2
7404691,2
230406515,1
230440525,2
76865995,2
232906649,1
232040281,2
230451699,2
232342095,2
2928489,2
232070462,2
79658821,2
230456354,2
232900729,1
232395869,2
230588663,2
230593831,2
232467036,2
231995762,1
230539733,2
232441231,2
230334819,1
232346245,1
232431848,2
2311555,2
2929201,2
87823707,2
230969365,1
230547933,2
87823721,2
232007424,2
230426341,2
232004444,2
18218289,2
231136247,2
57085433,2
57085430,2
232419988,2
31636054,2
230437686,2
232431866,2
230538521,2
54309947,2
230548650,2
3764320,2
648193,2
99506348,2
62111499,2
232359367,2
5119722,1
2929199,2
232875618,2
87823653,2
87823637,2
232014178,2
230537142,2
3234247,2
33972936,2
231192284,1
232468570,2
230530320,2
232428618,1
231502557,1
28498170,2
230464780,1
232906716,1
233947259,2
232403770,2
52603109,2
230429077,2
232662867,2
230453433,2
230459308,2
231128114,2
5530811,2
16780529,2
230472262,2
230472263,2
27489574,2
230451730,1
232454798,1
54732584,1
230518043,2
213733494,2
232907285,1
234459963,1
204265627,2
232443612,1
232444880,1
230590476,2
83783485,2
3880766,1
232459630,1
232907037,1
230352249,2
230530296,2
232064968,2
230459112,2
82373185,2
230548928,2
230548926,2
14938386,1
230697509,2
230697477,2
230539308,1
230539305,2
32477881,2
230437626,2
2778023,2
231994217,2
57319992,1
218531042,2
230549942,2
55017801,2
232016542,2
230519642,2
230519651,2
232062802,2
230456346,2
232657067,2
232018270,2
75603987,2
230455953,2
27867469,2
231994160,2
232006911,2
34300577,1
34528027,2
157053175,2
233599194,2
3880667,1
3877983,1
230530206,2
230438748,2
230336086,2
230590482,2
13969323,2
230594119,2
230594127,2
3880653,1
3876487,1
3907811,2
3230875,2
230552370,1
232699222,2
230458584,2
106320178,2
7398153,1
230471919,2
230409255,2
230576809,2
232897317,2
231994205,2
86711289,2
232013266,1
230349398,2
230411694,2
230531130,2
230548677,2
80044109,2
230595729,2
232632082,2
230579563,1
230594521,1
232034264,1
230451698,2
5703544,2
230658148,2
232951115,2
232416473,2
232353289,1
36815216,1
232473511,2
230333964,2
230455578,2
57517680,2
37232699,1
230439026,2
82072649,1
232346255,1
13615479,2
81389320,2
232037045,1
230438467,1
76867051,2
87823759,2
232018634,2
157004979,2
231995064,1
232673599,2
233599197,2
230433274,2
230438854,1
230466907,1
231169665,1
232432895,1
230530302,2
232010801,2
232631392,2
192393975,1
87823625,2
80045317,2
232036650,1
232034945,1
230459083,2
232036658,1
232448771,1
232054858,1
37234018,1
232067367,2
230445156,2
230670387,2
230439991,2
230444846,1
232631007,2
230579557,2
230530311,2
230602655,1
27405707,2
232343693,2
232006644,2
230465387,2
77689165,2
219839769,2
232344777,2
231995249,1
230473480,1
230658274,2
230659118,2
230531166,2
232377100,1
230438870,1
5464338,2
232439373,1
28371102,2
39617086,2
230470032,2
230530344,2
232895871,1
230400498,1
230400474,2
230528724,2
230455743,2
234000524,2
232018276,2
232658266,2
2790845,2
232892365,1
231992310,2
230578992,1
232897183,2
14178872,2
2823289,2
232091677,2
232068006,2
7089693,1
40612971,2
14847524,1
59184908,1
232448362,1
87823731,2
80045362,2
3376469,1
71369990,1
230531646,1
230529025,1
124534478,2
230531164,2
230968861,1
231179638,1
3319044,2
230530288,2
230391875,1
230432970,2
230440348,1
71384764,1
232396277,1
3272533,2
230389796,0
231178835,1
231179679,1
230456321,2
76866500,2
230543224,2
230970140,1
232703120,1
230452293,2
3903937,1
232687817,2
232352891,2
230429080,2
232896849,2
230946692,1
230946408,1
232351322,1
232680982,2
230659434,1
230458967,2
230658155,2
3239815,1
231177887,1
232406377,2
230670910,2
200937694,2
232038138,2
230577432,1
230451739,1
232035698,2
195233844,1
230433507,2
3880017,1
230645770,2
122803889,2
87889630,2
87844658,2
230473478,1
63454082,2
76866421,2
75597538,2
76864773,2
14090184,2
232654981,2
230339649,1
230601403,1
230438852,2
232431904,1
230570337,2
232073378,2
75604009,2
230590640,2
230547572,2
230512126,2
230511920,1
232034934,1
230461032,1
230642375,2
232068018,2
37234004,2
14351284,2
14558195,1
3876945,2
3880117,1
232359167,2
232050845,1
230429613,2
230429786,2
232006642,2
230439284,2
187275502,2
230436744,1
91222490,2
7430887,2
232471909,2
232406370,2
232639918,2
76865958,2
230548693,2
230649126,1
230649197,1
213854764,2
75604051,2
230415432,2
230680288,1
230529165,1
230543255,2
230543251,2
230528718,2
3880029,1
3880150,1
230645348,2
230645351,2
232914298,1
38633795,2
89335432,2
230458975,2
232453410,1
209968186,1
232890435,2
75332827,1
57714315,2
232367959,2
234461480,1
28850502,2
230431949,2
230467689,2
232441180,2
202250908,2
234469735,2
31951523,2
232009703,2
232009704,1
232053478,2
233027078,2
230468668,1
230468013,1
232034707,1
230472266,2
230472372,2
232004056,2
232004055,2
230411677,2
230526083,1
32994941,2
230523228,2
230547914,2
230547921,2
230339756,1
75598044,2
226715158,2
232023529,2
230602361,2
232358819,2
3408102,1
230602597,1
230473598,1
230426349,2
28550205,2
230531154,2
230543275,2
230438487,1
230461033,1
230400505,2
230400501,2
230439301,2
230439411,2
3110874,2
76866766,2
230548672,2
75604977,2
75604040,2
232349714,2
232349715,2
232345690,1
232440022,1
230659457,2
230594094,2
230594099,2
232404316,2
16294174,2
230658275,2
232009938,1
24671032,2
230645742,2
232473579,2
232686009,1
7089467,1
230459337,2
230523235,1
232380270,2
232950807,2
232451368,2
230449926,2
232919640,2
230704774,1
231193985,2
230531981,2
230523280,1
230523277,1
232687319,2
232900752,2
232447731,1
94235109,2
61817691,2
7915940,2
230459884,2
230460307,2
230575202,2
14713334,1
230530307,2
230351417,2
232359384,2
75600732,2
76865969,2
230457369,2
230457202,2
232378469,2
14558432,2
37786466,1
231241751,1
196629648,1
232343709,2
13773644,2
51077588,2
99506339,2
232795843,2
230456353,2
232067704,2
232070255,2
232070258,2
230522135,2
230522956,2
231994070,2
231994074,2
2544322,2
105601443,2
215701791,2
232348123,2
232005857,2
230411213,2
3154628,2
232913899,1
12878074,1
7757447,1
230455570,2
61693869,2
232399292,2
99248471,2
230425275,2
230425274,2
37231354,2
37233995,2
2757608,2
230594082,2
230452813,2
232947900,2
232947899,2
232468003,1
182448481,1
213736062,1
230653299,2
230459349,2
230468660,1
231995245,1
230421649,2
230537689,2
232008172,1
232358815,2
230949968,2
230423446,2
230428181,2
232007419,2
232007412,2
22251287,2
33471466,1
230459342,2
232441214,2
232441217,2
76865952,2
76866754,2
230658285,2
232890862,2
38874237,2
231995428,2
232383564,2
232038019,2
230417053,2
232031788,1
232440020,1
232675758,1
232688308,2
5392905,2
232919404,1
232432893,2
232359368,2
232634235,2
55022339,1
230642655,1
230340190,1
230945818,1
76865213,2
76865996,2
232031838,2
31454007,2
232349722,2
230393704,1
232907282,2
28773784,2
51053386,2
3910603,2
233599195,2
207806949,2
230577418,2
230329236,2
38381946,2
230427460,2
232439983,1
230537122,2
230335032,2
218528897,2
230348608,2
230473317,1
230579323,1
230389689,2
230658177,2
232377098,2
232001688,2
232001679,1
234468961,2
36991677,2
230405614,1
11340068,2
230968952,1
87823733,2
230542503,2
34524319,2
34524321,2
9846194,2
80855903,2
230548642,2
4947963,2
4947964,2
232920279,2
230541536,2
234470338,2
232431854,2
232039876,1
32477876,2
232406237,2
232431870,2
230590626,2
232018284,2
3157662,2
231133568,1
230473481,1
3880165,1
75604057,2
230437694,2
232037554,2
75456168,2
87889714,2
27927615,2
230530262,2
3907743,2
232363568,1
230673817,2
232420335,2
232420342,2
10463251,2
230659446,2
219848062,2
230643075,2
230524948,2
230524941,2
230576483,2
230543022,2
230549337,2
234429052,2
232411120,2
230541995,2
232025322,2
232025688,2
230592225,2
230592227,2
230618787,2
52393430,2
3898178,1
230438486,1
232443223,1
232447725,2
230524961,2
230658145,2
232419112,2
232419145,2
230459077,1
230867389,2
232049567,1
230408405,2
230402442,2
234441421,2
116959010,2
232072635,2
75604984,2
33746092,2
230515113,2
34074225,2
230444454,1
230439994,2
232004438,2
75600733,2
5868364,2
67018611,2
3789059,1
232468568,2
12629826,2
38857806,2
33795689,2
7977017,2
232014180,2
230423014,2
16407238,2
2871072,2
75597416,2
212689472,1
232958804,1
230580831,1
52876520,1
267262,2
4947993,2
75600736,2
230528723,1
75604271,2
230458441,2
232548764,2
232346248,1
230529178,1
54735269,1
118545988,2
58640306,2
230437640,1
230411238,2
232901278,2
230332417,2
230456624,1
230455561,2
230455558,2
82608531,2
72853746,2
230436742,1
230436739,1
230439442,1
230348615,2
230596499,2
230598489,2
232904028,1
230542761,2
230542768,2
232046508,1
232061267,1
4996156,2
230455108,2
75604439,2
230530328,2
75607349,2
230471945,2
232468893,2
32976149,1
82166991,2
232059241,2
7550645,1
230623077,1
75604388,2
31099729,2
232432875,2
80045313,2
230544157,2
232418772,2
230670894,2
230650916,2
232908843,1
232000574,2
232000573,2
230576811,2
232470706,2
218126909,2
230652600,2
232073792,2
14558439,2
234088748,2
230445148,2
230428237,2
232001654,1
230653317,2
230530386,2
208530489,2
230546647,2
87823736,2
232661965,2
68588132,2
3907270,2
76865989,2
230547983,2
230524970,2
232956027,2
233775069,2
28145238,2
230532772,2
234002839,2
232958826,1
232907272,1
227338369,1
230437613,2
230649815,1
230469214,1
231028831,1
33053378,2
37530250,2
230403082,1
232419632,2
13150773,2
230334817,2
54916228,2
232011855,2
230941366,1
33527989,2
80045320,2
230602666,2
230459149,2
3878766,2
234442420,2
230436760,1
5051852,1
3399363,1
230847045,2
13341989,2
3880228,1
230648169,2
102611544,2
113691617,2
53553503,2
230599192,1
230530267,2
230596505,1
232429322,1
232897320,2
76866751,2
230541521,2
230541519,2
230547587,2
230547593,2
230646172,1
36338075,2
232405795,2
232449663,2
232067349,2
2217948,2
31953944,2
230438516,1
232004062,2
230639247,2
230537129,2
230745440,1
232454108,1
230438851,2
230601434,2
232068051,2
230658176,2
230649791,2
230349418,2
75604924,2
232948719,2
18002705,2
230465665,2
230465660,1
75600720,2
15012778,2
232893748,2
232348835,2
232383244,2
231996526,2
230348386,2
232582209,2
230473575,2
166890898,2
230645767,2
232959353,1
230579331,1
74129181,2
232393752,2
230670900,2
230409256,2
231994045,1
230645817,2
230427094,2
230468693,1
51261592,2
233307261,1
234472020,2
230527319,1
3913226,1
54732017,1
230469660,1
196555403,2
52295096,2
230557271,2
230917943,1
232444878,1
3318945,1
230325972,2
231995755,1
4070614,2
230456718,1
230456714,1
230530220,2
230645343,2
230406513,2
230336178,2
232009324,2
48611882,2
6354986,2
75605332,2
231176232,2
231177078,1
3878618,1
3878633,1
230969607,1
234457549,1
75604020,2
230424541,2
4987190,2
10979456,2
230336142,2
3812565,2
203813318,2
91416769,2
230602610,2
90215451,2
232659398,2
232431863,2
35722364,2
230336526,2
230530256,2
231754427,2
232458515,1
230526943,1
232465858,2
232439984,1
231179622,1
2713996,2
232034942,1
230464762,2
230459333,2
230459339,2
59397801,1
232644374,2
232922779,2
86228549,2
230458652,2
232019755,2
3880576,1
230576810,2
230641055,2
3421848,1
3407031,1
230455587,2
3907680,2
230326431,1
232347748,1
232071091,2
232472551,1
230814630,1
232431892,2
232431896,2
232940307,1
230548602,2
230548606,2
7402053,1
8427177,2
7529721,1
230520418,1
54734928,1
195281158,2
226905247,2
230339481,1
230531648,1
32879801,1
232409485,2
232010792,2
230650187,2
230965604,2
37234030,2
230468707,1
231994292,2
231994298,2
10748536,2
230526482,2
232073369,2
31648608,2
230526123,2
102054111,2
230595080,2
14199065,2
230470037,1
230412047,2
232423713,2
205393465,2
230411271,2
230411268,2
230450893,2
87890684,2
230463874,2
232453418,1
231836233,1
230402450,2
232403825,2
54900163,2
230546608,2
230546611,2
230439297,1
232392089,1
232468004,1
232440111,1
232444502,1
230541867,2
230541863,2
2225506,2
31181479,2
230455597,2
230455594,2
57399959,2
76866425,2
232959352,1
92491280,1
99506349,2
14648097,2
230472385,2
230472386,2
230459905,2
230571469,2
96876090,2
20583965,2
230459261,2
232430450,2
230624668,2
230518025,2
230473474,2
232655296,2
3236253,2
232015639,2
67623171,2
14307861,1
232344763,2
45973020,2
230543262,2
230653308,2
230636180,2
3276131,1
231995676,1
230473477,1
232429046,2
232349145,2
232039877,2
232346498,2
3091279,2
635415,2
231442513,2
231994656,2
232042969,1
13150790,2
31434609,2
230444452,1
230433276,1
232047924,1
232897712,2
232949043,2
232893904,2
28260618,2
230326754,1
230569377,1
230468696,2
232409500,2
230437617,2
230437615,2
230457908,2
232430495,2
230522180,2
230522178,1
230455942,2
76864763,2
3403094,1
230935082,2
232958835,2
4988274,2
232346080,2
28172257,2
204257865,1
232007290,2
232035283,1
231993125,1
230400084,2
2834866,2
232420747,2
230816223,2
75604624,2
76865977,2
230424188,2
230424193,2
232644856,1
232007332,2
230440340,2
230518409,2
228711624,1
230402893,2
230389794,1
230389787,1
230901075,1
230531156,2
233599190,2
234012376,2
232009901,2
230665248,1
232366284,2
230557024,1
144657595,2
145388391,2
231994093,2
232631652,2
19128841,1
230406766,1
232039878,1
21694323,2
230417077,2
230417075,2
232895771,2
53204033,2
230330123,2
230331370,1
54309399,2
232010764,2
230530821,2
230714895,2
230531168,1
232386556,1
107227716,2
232818761,2
135322039,2
232470465,2
230526901,2
230526896,2
123661757,2
230405042,2
72705513,2
230414073,2
232060233,2
232660461,2
232009330,2
75598445,2
232429018,2
231754442,2
230336058,2
230438493,2
230344662,2
232011845,2
232900450,2
230599592,1
43067540,2
230552326,1
3402672,1
3768400,2
231034733,1
231177403,1
230405597,1
230530232,2
75604024,2
13778597,2
62278114,2
230456618,1
230531645,1
32120805,1
232649477,2
9225546,2
230523204,1
232013868,2
230438474,1
232444501,1
3904474,1
3317903,2
195221360,2
205336059,2
57134043,2
232431860,2
3381877,2
230596311,2
232689970,2
232432872,2
67741979,2
232956023,2
234442934,2
230445138,2
232919592,2
231994133,2
10816484,2
230437634,1
230331217,1
232339043,1
230470035,2
36419682,1
230529042,1
89557894,2
233101915,2
234455847,2
230518022,1
230518019,2
51489086,2
230575900,2
232673590,2
232673595,2
232350958,1
232351007,1
230570637,2
34984461,1
230650426,2
232003681,2
231995698,2
234075333,1
230537123,2
230537139,1
230539713,1
230401724,2
230401728,2
230516449,1
230406809,2
232899514,2
232470495,2
232903496,2
232431845,1
230969943,1
231180580,1
231028913,1
232050303,2
230465357,1
230531183,2
2880928,2
230334388,2
230427487,2
5215501,2
230458099,2
232456339,1
93852556,2
230540206,1
75604967,2
75604031,2
9907558,2
232013872,2
28095167,2
230651381,2
230437645,2
230437642,2
230651383,2
230651387,2
230399800,2
232945014,2
80045938,2
80044770,2
232009157,2
84673906,1
230539715,2
232023175,2
232910749,2
232431894,2
232007253,2
232010781,2
29922517,1
92571083,1
232895633,2
232404256,2
2819834,2
230468734,1
232925740,2
230415749,2
230469212,1
230456342,2
218540897,2
218544682,2
230468732,1
212388567,2
9627458,2
2567175,2
231994064,2
232456367,1
